$ cat mtr-report.txt 
################ 159.65.134.117 ##########################
Start: 2021-06-20T14:06:05+0000
HOST: mh-pro-cl-scl-pr-p-2        Loss%   Snt   Last   Avg  Best  Wrst StDev
  3.|-- 195.22.221.78              0.0%     5    0.9   1.0   0.9   1.1   0.1
  4.|-- 195.22.219.67              0.0%     5   47.6  47.5  47.4  47.6   0.1
  5.|-- 149.3.181.65               0.0%     5  134.1 134.1 134.0 134.2   0.1
  6.|-- ae-2.r23.miamfl02.us.bb.g  0.0%     5  134.6 134.2 133.7 134.6   0.4
  7.|-- ae-5.r22.miamfl02.us.bb.g  0.0%     5  137.4 135.8 134.4 137.4   1.3
  8.|-- ae-2.r24.dllstx09.us.bb.g  0.0%     5  168.1 168.9 166.4 172.8   2.5
  9.|-- ae-2.r24.lsanca07.us.bb.g  0.0%     5  197.0 197.0 196.6 197.4   0.3
 10.|-- ae-0.a01.lsanca07.us.bb.g  0.0%     5  197.5 196.8 196.5 197.5   0.4
 11.|-- xe-0-0-42-0.a01.lsanca07.  0.0%     5  198.5 198.3 198.0 198.6   0.3
 12.|-- ???                       100.0     5    0.0   0.0   0.0   0.0   0.0
################ 45.63.110.239 ##########################
Start: 2021-06-20T14:21:08+0000
HOST: mh-pro-cl-scl-pr-p-2        Loss%   Snt   Last   Avg  Best  Wrst StDev
  1.|-- 66.203.113.1               0.0%     5    0.4   0.5   0.4   0.7   0.1
  2.|-- 10.10.0.1                  0.0%     5    0.3   0.3   0.2   0.3   0.0
  3.|-- 198.18.202.109             0.0%     5   54.7  55.7  54.7  57.9   1.3
  4.|-- 206.41.108.73             40.0%     5  104.9 105.6 104.6 107.1   1.4
  5.|-- ???                       100.0     5    0.0   0.0   0.0   0.0   0.0
################ 207.246.100.119 ##########################
Start: 2021-06-20T14:21:21+0000
HOST: mh-pro-cl-scl-pr-p-2        Loss%   Snt   Last   Avg  Best  Wrst StDev
  1.|-- 66.203.113.1               0.0%     5    0.4   0.5   0.4   0.5   0.0
  2.|-- 10.10.0.1                  0.0%     5    0.2   0.6   0.1   2.2   0.9
  3.|-- 195.22.221.78              0.0%     5    1.0   1.0   0.8   1.0   0.1
  4.|-- ???                       100.0     5    0.0   0.0   0.0   0.0   0.0
  5.|-- 149.3.181.65               0.0%     5  135.1 135.0 134.9 135.1   0.1
  6.|-- ae-2.r23.miamfl02.us.bb.g  0.0%     5  135.3 136.0 134.6 139.2   1.8
  7.|-- ae-5.r22.miamfl02.us.bb.g  0.0%     5  135.7 135.7 134.9 137.1   0.8
  8.|-- ae-2.r24.dllstx09.us.bb.g  0.0%     5  165.5 165.8 165.5 166.1   0.2
  9.|-- ae-2.r24.lsanca07.us.bb.g  0.0%     5  194.7 194.3 193.8 194.7   0.4
 10.|-- ae-0.a00.lsanca07.us.bb.g  0.0%     5  194.8 196.3 193.8 201.2   3.2
 11.|-- xe-0-0-22-0.a00.lsanca07.  0.0%     5  195.3 195.4 195.2 195.9   0.3
 12.|-- ???                       100.0     5    0.0   0.0   0.0   0.0   0.0
 13.|-- ???                       100.0     5    0.0   0.0   0.0   0.0   0.0
 14.|-- ???                       100.0     5    0.0   0.0   0.0   0.0   0.0
 15.|-- 207.246.100.119.vultr.com  0.0%     5  194.7 194.7 194.7 194.7   0.0
################ 66.42.103.107 ##########################
Start: 2021-06-20T14:21:35+0000
HOST: mh-pro-cl-scl-pr-p-2        Loss%   Snt   Last   Avg  Best  Wrst StDev
  1.|-- 66.203.113.1               0.0%     5    0.4   0.4   0.4   0.4   0.0
  2.|-- 10.10.0.1                  0.0%     5    0.3   0.2   0.2   0.3   0.1
  3.|-- 195.22.221.78              0.0%     5    0.8   1.0   0.8   1.3   0.2
  4.|-- ???                       100.0     5    0.0   0.0   0.0   0.0   0.0
  5.|-- 149.3.181.65               0.0%     5  134.4 135.0 134.4 137.0   1.1
  6.|-- ae-2.r23.miamfl02.us.bb.g  0.0%     5  135.1 142.6 134.2 163.7  12.8
  7.|-- ae-5.r22.miamfl02.us.bb.g  0.0%     5  134.9 134.9 134.5 135.3   0.3
  8.|-- ae-2.r24.dllstx09.us.bb.g  0.0%     5  166.9 168.8 166.9 174.8   3.4
  9.|-- ae-2.r24.lsanca07.us.bb.g  0.0%     5  197.4 201.8 197.4 211.1   5.9
 10.|-- ae-0.a01.lsanca07.us.bb.g  0.0%     5  226.5 202.8 196.8 226.5  13.2
 11.|-- xe-0-0-42-0.a01.lsanca07.  0.0%     5  198.3 200.7 198.3 204.4   2.8
 12.|-- ???                       100.0     5    0.0   0.0   0.0   0.0   0.0
################ 207.246.116.86 ##########################
Start: 2021-06-20T14:21:47+0000
HOST: mh-pro-cl-scl-pr-p-2        Loss%   Snt   Last   Avg  Best  Wrst StDev
  1.|-- 66.203.113.1               0.0%     5    0.4   0.4   0.4   0.5   0.0
  2.|-- 10.10.0.1                  0.0%     5    0.2   0.2   0.2   0.4   0.1
  3.|-- 198.18.202.109             0.0%     5   54.8  55.6  54.6  56.8   0.9
  4.|-- 206.41.108.73             80.0%     5  104.5 104.5 104.5 104.5   0.0
  5.|-- 10.73.2.14                40.0%     5  104.5 104.6 104.5 104.6   0.0
  6.|-- 10.73.0.234                0.0%     5  104.1 104.0 104.0 104.1   0.0
  7.|-- ???                       100.0     5    0.0   0.0   0.0   0.0   0.0
  8.|-- 207.246.116.86.vultr.com   0.0%     5  104.1 104.0 104.0 104.1   0.1
################ 138.68.50.230 ##########################
Start: 2021-06-20T14:22:00+0000
HOST: mh-pro-cl-scl-pr-p-2        Loss%   Snt   Last   Avg  Best  Wrst StDev
  1.|-- 66.203.113.1               0.0%     5    0.4   0.4   0.4   0.6   0.1
  2.|-- 10.10.0.1                  0.0%     5    0.2   0.4   0.2   0.7   0.2
  3.|-- 195.22.221.78              0.0%     5    2.5   1.8   0.8   3.9   1.3
  4.|-- ???                       100.0     5    0.0   0.0   0.0   0.0   0.0
  5.|-- 149.3.181.65               0.0%     5  134.1 134.0 133.9 134.1   0.1
  6.|-- ae-8.r20.nwrknj03.us.bb.g 20.0%     5  301.6 185.3 146.2 301.6  77.5
  7.|-- ae-0.r21.nwrknj03.us.bb.g  0.0%     5  147.6 147.2 146.9 147.6   0.3
  8.|-- ae-3.r22.chcgil09.us.bb.g  0.0%     5  156.3 158.5 156.1 166.7   4.6
  9.|-- ae-1.r23.chcgil09.us.bb.g  0.0%     5  156.5 157.8 156.4 162.5   2.6
 10.|-- ae-1.r24.snjsca04.us.bb.g 20.0%     5  199.7 200.1 199.7 200.6   0.4
 11.|-- ae-3.r05.plalca01.us.bb.g  0.0%     5  197.4 197.3 197.1 197.5   0.1
 12.|-- ae-1.digital-ocean.plalca  0.0%     5  201.2 201.3 201.0 201.6   0.2
 13.|-- ???                       100.0     5    0.0   0.0   0.0   0.0   0.0
################ 198.199.112.207   ##########################
